ITERATION_CODE|ITERATION_NAME|LEVEL|ALONE|DETAILED_ONLY|COARSE_ONLY
1213|Australian alone or in any combination|2|False|False|False
1214|Cajun alone or in any combination|2|False|False|False
1215|Canadian alone or in any combination|2|False|False|False
1216|French Canadian alone or in any combination|2|False|False|False
1217|Greenlandic alone or in any combination|2|False|False|False
1218|New Zealander alone or in any combination|2|False|False|False
1219|Pennsylvania German alone or in any combination|2|False|False|False
1220|Other White alone or in any combination, specified|2|False|True|False
1221|Other White alone or in any combination, specified (Sub-state and AIANNH geographies)|0|False|Null|Null
1222|Other White alone or in any combination, not specified|2|False|False|False
1223|Black or African American alone|0|True|Null|Null
1224|African American alone|2|True|False|False
1225|Sub-Saharan African alone|1|True|False|False
1226|Angolan alone|2|True|False|False
1227|Beninese alone|2|True|False|False
1228|Bisseau-Guinean alone|2|True|False|False
1229|Burkinabe alone|2|True|False|False
1230|Burundian alone|2|True|False|False
1231|Cameroonian alone|2|True|False|False
1232|Central African alone|2|True|False|False
1233|Chadian alone|2|True|False|False
1234|Congolese alone|2|True|False|False
1235|Djiboutian alone|2|True|False|False
1236|Equatorial Guinean alone|2|True|False|False
1237|Eritrean alone|2|True|False|False
1238|Ethiopian alone|2|True|False|False
1239|Gabonese alone|2|True|False|False
1240|Gambian alone|2|True|False|False
1241|Ghanaian alone|2|True|False|False
1242|Guinean alone|2|True|False|False
1243|Ivoirian alone|2|True|False|False
1244|Kenyan alone|2|True|False|False
1245|Liberian alone|2|True|False|False
1246|Malagasy alone|2|True|False|False
1247|Malawian alone|2|True|False|False
1248|Malian alone|2|True|False|False
1249|Motswana alone|2|True|False|False
1250|Mozambican alone|2|True|False|False
1251|Namibian alone|2|True|False|False
1252|Nigerian (Nigeria) alone|2|True|False|False
1253|Nigerien (Niger) alone|2|True|False|False
1254|Rwandan alone|2|True|False|False
1255|Senegalese alone|2|True|False|False
1256|Sierra Leonean alone|2|True|False|False
1257|Somali alone|2|True|False|False
1258|South African alone|2|True|False|False
1259|South Sudanese alone|2|True|False|False
1260|Sudanese alone|2|True|False|False
1261|Swazi alone|2|True|False|False
1262|Tanzanian alone|2|True|False|False
1263|Togolese alone|2|True|False|False
1264|Ugandan alone|2|True|False|False
1265|Zambian alone|2|True|False|False
1266|Zimbabwean alone|2|True|False|False
1267|Other Sub-Saharan African alone|2|True|True|False
1268|Other Sub-Saharan African alone (Sub-state and AIANNH geographies)|0|True|Null|Null
1269|Caribbean alone|1|True|False|False
1270|Anguillan alone|2|True|False|False
1271|Antiguan and Barbudan alone|2|True|False|False
1272|Bahamian alone|2|True|False|False
1273|Barbadian alone|2|True|False|False
1274|British Virgin Islander alone|2|True|False|False
1275|Dominica Islander alone|2|True|False|False
1276|Grenadian alone|2|True|False|False
1277|Haitian alone|2|True|False|False
1278|Jamaican alone|2|True|False|False
1279|Kittian and Nevisian alone|2|True|False|False
1280|Montserratian alone|2|True|False|False
1281|St. Lucian alone|2|True|False|False
1282|Trinidadian and Tobagonian alone|2|True|False|False
1283|U.S. Virgin Islander alone|2|True|False|False
1284|Vincentian alone|2|True|False|False
1285|West Indian alone|2|True|False|False
1286|Other Caribbean alone|2|True|True|False
1287|Other Caribbean alone (Sub-state and AIANNH geographies)|0|True|Null|Null
1288|Other Black or African American alone|1|True|False|False
1289|Other Black or African American alone, specified|2|True|True|False
1290|Other Black or African American alone, not specified|2|True|False|False
1291|Black or African American alone or in combination with one or more other races|0|False|Null|Null
1292|African American alone or in any combination|2|False|False|False
1293|Sub-Saharan African alone or in any combination|1|False|False|False
1294|Angolan alone or in any combination|2|False|False|False
1295|Beninese alone or in any combination|2|False|False|False
1296|Bisseau-Guinean alone or in any combination|2|False|False|False
1297|Burkinabe alone or in any combination|2|False|False|False
1298|Burundian alone or in any combination|2|False|False|False
1299|Cameroonian alone or in any combination|2|False|False|False
1300|Central African alone or in any combination|2|False|False|False
1301|Chadian alone or in any combination|2|False|False|False
1302|Congolese alone or in any combination|2|False|False|False
1303|Djiboutian alone or in any combination|2|False|False|False
1304|Equatorial Guinean alone or in any combination|2|False|False|False
1305|Eritrean alone or in any combination|2|False|False|False
1306|Ethiopian alone or in any combination|2|False|False|False
1307|Gabonese alone or in any combination|2|False|False|False
1308|Gambian alone or in any combination|2|False|False|False
1309|Ghanaian alone or in any combination|2|False|False|False
1310|Guinean alone or in any combination|2|False|False|False
1311|Ivoirian alone or in any combination|2|False|False|False
1312|Kenyan alone or in any combination|2|False|False|False
1313|Liberian alone or in any combination|2|False|False|False
1314|Malagasy alone or in any combination|2|False|False|False
1315|Malawian alone or in any combination|2|False|False|False
1316|Malian alone or in any combination|2|False|False|False
1317|Motswana alone or in any combination|2|False|False|False
1318|Mozambican alone or in any combination|2|False|False|False
1319|Namibian alone or in any combination|2|False|False|False
1320|Nigerian (Nigeria) alone or in any combination|2|False|False|False
1321|Nigerien (Niger) alone or in any combination|2|False|False|False
1322|Rwandan alone or in any combination|2|False|False|False
1323|Senegalese alone or in any combination|2|False|False|False
1324|Sierra Leonean alone or in any combination|2|False|False|False
1325|Somali alone or in any combination|2|False|False|False
1326|South African alone or in any combination|2|False|False|False
1327|South Sudanese alone or in any combination|2|False|False|False
1328|Sudanese alone or in any combination|2|False|False|False
1329|Swazi alone or in any combination|2|False|False|False
1330|Tanzanian alone or in any combination|2|False|False|False
1331|Togolese alone or in any combination|2|False|False|False
1332|Ugandan alone or in any combination|2|False|False|False
1333|Zambian alone or in any combination|2|False|False|False
1334|Zimbabwean alone or in any combination|2|False|False|False
1335|Other Sub-Saharan African alone or in any combination|2|False|True|False
1336|Other Sub-Saharan African alone or in any combination (Sub-state and AIANNH geographies)|0|False|Null|Null
1337|Caribbean alone or in any combination|1|False|False|False
1338|Anguillan alone or in any combination|2|False|False|False
1339|Antiguan and Barbudan alone or in any combination|2|False|False|False
1340|Bahamian alone or in any combination|2|False|False|False
1341|Barbadian alone or in any combination|2|False|False|False
1342|British Virgin Islander alone or in any combination|2|False|False|False
1343|Dominica Islander alone or in any combination|2|False|False|False
1344|Grenadian alone or in any combination|2|False|False|False
1345|Haitian alone or in any combination|2|False|False|False
1346|Jamaican alone or in any combination|2|False|False|False
1347|Kittian and Nevisian alone or in any combination|2|False|False|False
1348|Montserratian alone or in any combination|2|False|False|False
1349|St. Lucian alone or in any combination|2|False|False|False
1350|Trinidadian and Tobagonian alone or in any combination|2|False|False|False
1351|U.S. Virgin Islander alone or in any combination|2|False|False|False
1352|Vincentian alone or in any combination|2|False|False|False
1353|West Indian alone or in any combination|2|False|False|False
1354|Other Caribbean alone or in any combination|2|False|True|False
1355|Other Caribbean alone or in any combination (Sub-state and AIANNH geographies)|0|False|Null|Null
1356|Other Black or African American alone or in any combination|1|False|False|False
1357|Other Black or African American alone or in any combination, specified|2|False|True|False
1358|Other Black or African American alone or in any combination, not specified|2|False|False|False
1359|American Indian and Alaska Native alone|0|True|Null|Null
1360|Alaska Native alone|1|True|False|False
1361|Agdaagux Tribe of King Cove alone|2|True|False|False
1362|Ahtna, Inc. Corporation alone|2|True|False|False
1363|Akiachak Native Community alone|2|True|False|False
1364|Akiak Native Community alone|2|True|False|False
1365|Alanvik alone|2|True|True|False
1366|Alaskan Athabascan alone|2|True|False|False
1367|Alatna Village alone|2|True|False|False
1368|Aleut alone|2|True|False|False
1369|Aleut Corporation alone|2|True|False|False
1370|Alexander alone|2|True|True|False
1371|Algaaciq Native Village (St. Mary's) alone|2|True|False|False
1372|Allakaket Village alone|2|True|False|False
1373|Alutiiq alone|2|True|False|False
1374|Alutiiq Tribe of Old Harbor alone|2|True|False|False
1375|American Eskimo alone|2|True|True|False
1376|Angoon Community Association alone|2|True|True|False
1377|Anvik Village alone |2|True|False|False
1378|Arctic Slope Corporation alone|2|True|False|False
1379|Arctic Village alone|2|True|True|False
1380|Asa'carsarmiut Tribe alone|2|True|False|False
1381|Atqasuk Village (Atkasook) alone|2|True|False|False
1382|Beaver Village alone|2|True|False|False
1383|Bering Straits Inupiat alone|2|True|False|False
1384|Birch Creek Tribe alone|2|True|True|False
1385|Bristol Bay alone|2|True|False|False
1386|Bristol Bay Aleut alone|2|True|True|False
1387|Calista alone|2|True|False|False
1388|Central Council of the Tlingit and Haida Indian Tribes alone|2|True|False|False
1389|Chalkyitsik Village alone|2|True|False|False
1390|Cheesh-Na Tribe (Chistochina) alone|2|True|True|False
1391|Chevak Native Village alone|2|True|False|False
1392|Chickaloon Native Village alone|2|True|False|False
1393|Chignik Bay Tribal Council (Native Village of Chignik) alone|2|True|False|False
1394|Chignik Lake Village alone|2|True|False|False
1395|Chilkat Indian Village (Klukwan) alone |2|True|False|False
1396|Chilkoot Indian Association (Haines) alone|2|True|False|False
1397|Chinik Eskimo Community (Golovin) alone|2|True|False|False
1398|Chugach Aleut alone|2|True|False|False
1399|Chugach Corporation alone|2|True|False|False
1400|Chuloonawick Native Village alone|2|True|True|False
1401|Circle Native Community alone|2|True|False|False
1402|Cook Inlet alone|2|True|False|False
1403|Copper River alone|2|True|True|False
1404|Craig Tribal Association alone|2|True|True|False
1405|Curyung Tribal Council (Native Village of Dillingham) alone|2|True|False|False
1406|Douglas Indian Association alone|2|True|True|False
1407|Doyon alone|2|True|False|False
1408|Egegik Village alone|2|True|False|False
1409|Eklutna Native Village alone |2|True|False|False
1410|Emmonak Village alone|2|True|False|False
1411|Eskimo alone|2|True|False|False
1412|Evansville Village (Bettles Field) alone|2|True|True|False
1413|Galena Village (Louden Village) alone|2|True|False|False
1414|Greenland Inuit alone|2|True|True|False
1415|Gulkana Village Council alone|2|True|False|False
1416|Haida alone|2|True|False|False
1417|Holy Cross Tribe alone|2|True|False|False
1418|Hoonah Indian Association alone |2|True|False|False
1419|Hughes Village alone|2|True|False|False
1420|Hydaburg Cooperative Association alone |2|True|False|False
1421|Igiugig Village alone|2|True|True|False
1422|Huslia Village alone |2|True|False|False
1423|Inuit alone|2|True|False|False
1424|Inupiat (Inupiaq) alone|2|True|False|False
1425|Inupiat Community of the Arctic Slope alone|2|True|True|False
1426|Iqugmuit Traditional Council alone|2|True|False|False
1427|Ivanof Bay Village alone|2|True|True|False
1428|Kaguyak Village alone|2|True|True|False
1429|Kaktovik Village (Barter Island) alone|2|True|False|False
1430|Kasigluk Traditional Elders Council alone|2|True|False|False
1431|Kawerak alone|2|True|True|False
1432|Kenaitze Indian Tribe alone|2|True|False|False
1433|Ketchikan Indian Corporation alone|2|True|False|False
1434|King Cove alone|2|True|True|False
1435|King Island Native Community alone|2|True|False|False
1436|King Salmon Tribe alone|2|True|True|False
1437|Klawock Cooperative Association alone|2|True|True|False
1438|Knik Tribe alone |2|True|False|False
1439|Kodiak alone |2|True|False|False
1440|Kokhanok Village alone|2|True|False|False
1441|Koniag Aleut alone|2|True|False|False
1442|Koyukuk Native Village alone|2|True|False|False
1443|Lake Minchumina alone|2|True|True|False
1444|Levelock Village alone|2|True|False|False
1445|Lime Village alone|2|True|True|False
1446|Manley Hot Springs Village alone|2|True|True|False
1447|Manokotak Village alone|2|True|False|False
1448|McGrath Native Village alone |2|True|False|False
1449|Mentasta Traditional Council alone |2|True|False|False
1450|Metlakatla Indian Community, Annette Island Reserve alone|2|True|False|False
1451|Naknek Native Village alone|2|True|False|False
1452|Nana Inupiat alone|2|True|False|False
1453|Native Village of Afognak alone|2|True|False|False
1454|Native Village of Akhiok alone|2|True|True|False
1455|Native Village of Akutan alone|2|True|False|False
1456|Native Village of Aleknagik alone|2|True|False|False
1457|Native Village of Ambler alone|2|True|False|False
1458|Native Village of Atka alone|2|True|False|False
1459|Native Village of Barrow Inupiat Traditional Government alone|2|True|False|False
1460|Native Village of Belkofski alone|2|True|True|False
1461|Native Village of Brevig Mission alone|2|True|False|False
1462|Native Village of Buckland alone|2|True|False|False
1463|Native Village of Cantwell alone|2|True|True|False
1464|Native Village of Chanega (Chenega) alone|2|True|False|False
1465|Native Village of Chignik Lagoon alone|2|True|False|False
1466|Native Village of Chitina alone |2|True|True|False
1467|Native Village of Chuathbaluk alone|2|True|False|False
1468|Native Village of Council alone|2|True|False|False
1469|Native Village of Deering alone |2|True|False|False
1470|Native Village of Diomede (Inalik) alone|2|True|False|False
1471|Native Village of Eagle alone |2|True|False|False
1472|Native Village of Eek alone|2|True|False|False
1473|Native Village of Ekuk alone|2|True|True|False
1474|Native Village of Ekwok alone|2|True|False|False
1475|Native Village of Elim alone|2|True|False|False
1476|Native Village of Eyak (Cordova) alone|2|True|False|False
1477|Native Village of False Pass alone|2|True|True|False
1478|Native Village of Fort Yukon alone|2|True|False|False
1479|Native Village of Gakona alone|2|True|True|False
1480|Native Village of Gambell alone|2|True|False|False
1481|Native Village of Georgetown alone|2|True|True|False
1482|Native Village of Goodnews Bay alone|2|True|False|False
1483|Native Village of Hamilton alone|2|True|True|False
1484|Native Village of Hooper Bay (Naparyarmiut) alone|2|True|False|False
1485|Native Village of Kanatak alone|2|True|False|False
1486|Native Village of Karluk alone|2|True|True|False
1487|Native Village of Kiana alone|2|True|False|False
1488|Native Village of Kipnuk alone|2|True|False|False
1489|Native Village of Kivalina alone|2|True|False|False
1490|Native Village of Kluti Kaah (Copper Center) alone|2|True|False|False
1491|Native Village of Kobuk alone|2|True|False|False
1492|Native Village of Kongiganak alone|2|True|False|False
1493|Native Village of Kotzebue alone|2|True|False|False
1494|Native Village of Koyuk alone|2|True|False|False
1495|Native Village of Kwigillingok alone|2|True|False|False
1496|Native Village of Kwinhagak (Quinhagak) alone|2|True|False|False
1497|Native Village of Larsen Bay alone|2|True|False|False
1498|Native Village of Marshall (Fortuna Ledge) alone|2|True|False|False
1499|Native Village of Mary's Igloo alone|2|True|False|False
1500|Native Village of Mekoryuk alone|2|True|False|False
1501|Native Village of Minto alone|2|True|False|False
1502|Native Village of Nanwalek (English Bay) alone|2|True|False|False
1503|Native Village of Napaimute alone|2|True|True|False
1504|Native Village of Napakiak alone|2|True|False|False
1505|Native Village of Napaskiak alone|2|True|False|False
1506|Native Village of Nelson Lagoon alone|2|True|True|False
1507|Native Village of Nightmute alone|2|True|False|False
1508|Native Village of Nikolski alone|2|True|True|False
1509|Native Village of Noatak alone|2|True|False|False
1510|Native Village of Nuiqsut (aka Nooiksut) alone|2|True|False|False
1511|Native Village of Nunam Iqua alone|2|True|False|False
1512|Native Village of Nunapitchuk alone|2|True|False|False
1513|Native Village of Ouzinkie alone|2|True|False|False
1514|Native Village of Paimiut alone|2|True|False|False
1515|Native Village of Perryville alone|2|True|True|False
1516|Native Village of Pilot Point alone|2|True|False|False
1517|Native Village of Point Hope alone|2|True|False|False
1518|Native Village of Point Lay alone|2|True|False|False
1519|Native Village of Port Graham alone|2|True|False|False
1520|Native Village of Port Heiden alone|2|True|False|False
1521|Native Village of Port Lions alone|2|True|False|False
1522|Native Village of Ruby alone|2|True|False|False
1523|Native Village of Saint Michael alone|2|True|False|False
1524|Native Village of Savoonga alone|2|True|False|False
1525|Native Village of Scammon Bay alone|2|True|False|False
1526|Native Village of Selawik alone|2|True|False|False
1527|Native Village of Shaktoolik alone|2|True|False|False
1528|Native Village of Shishmaref alone|2|True|False|False
1529|Native Village of Shungnak alone|2|True|False|False
1530|Native Village of Stevens alone|2|True|False|False
1531|Native Village of Tanacross alone|2|True|False|False
1532|Native Village of Tanana alone|2|True|False|False
1533|Native Village of Tatitlek alone|2|True|True|False
1534|Native Village of Tazlina alone|2|True|False|False
1535|Native Village of Teller alone|2|True|False|False
1536|Native Village of Tetlin alone|2|True|False|False
1537|Native Village of Tuntutuliak alone|2|True|False|False
1538|Native Village of Tununak alone|2|True|False|False
1539|Native Village of Tyonek alone|2|True|False|False
1540|Native Village of Unalakleet alone|2|True|False|False
1541|Native Village of Unga alone |2|True|False|False
1542|Native Village of Wales alone|2|True|False|False
1543|Native Village of White Mountain alone|2|True|False|False
1544|Nenana Native Association alone|2|True|False|False
1545|New Koliganek Village Council alone|2|True|False|False
1546|New Stuyahok Village alone|2|True|False|False
1547|Newhalen Village alone|2|True|False|False
1548|Newtok Village alone|2|True|False|False
1549|Nikolai Village alone|2|True|False|False
1550|Ninilchik Village alone|2|True|False|False
1551|Nome Eskimo Community alone|2|True|False|False
1552|Nondalton Village alone|2|True|False|False
1553|Noorvik Native Community alone|2|True|False|False
1554|Northway Village alone|2|True|False|False
1555|Nulato Village alone|2|True|False|False
1556|Nunakauyarmiut Tribe (Toksook Bay) alone|2|True|False|False
1557|Organized Village of Grayling (Holikachuk) alone|2|True|False|False
1558|Organized Village of Kake alone|2|True|False|False
1559|Organized Village of Kasaan alone|2|True|True|False
1560|Organized Village of Kwethluk alone|2|True|False|False
1561|Organized Village of Saxman alone|2|True|False|False
1562|Orutsararmiut Traditional Native Council alone|2|True|False|False
1563|Oscarville Traditional Village alone|2|True|False|False
1564|Pauloff Harbor Village alone|2|True|True|False
1565|Pedro Bay Village alone|2|True|True|False
1566|Pelican alone|2|True|True|False
1567|Petersburg Indian Association alone|2|True|True|False
1568|Pilot Station Traditional Village alone|2|True|False|False
1569|Pitka's Point Traditional Council alone|2|True|False|False
1570|Platinum Traditional Village alone|2|True|True|False
1571|Portage Creek Village (Ohgsenakale) alone|2|True|True|False
1572|Qagan Tayagungin Tribe of Sand Point Village alone|2|True|False|False
1573|Qawalangin Tribe of Unalaska alone|2|True|False|False
1574|Rampart Village alone|2|True|True|False
1575|Saint George Island alone|2|True|False|False
1576|Saint Paul Island alone|2|True|False|False
1577|Salamatof Tribe alone|2|True|True|False
1578|Sealaska Corporation (Southeast Alaska) alone|2|True|False|False
1579|Seldovia Village Tribe alone|2|True|False|False
1580|Shageluk Native Village alone|2|True|False|False
1581|Siberian Yupik alone|2|True|False|False
1582|Sitka Tribe of Alaska alone|2|True|False|False
1583|Skagway Village alone|2|True|True|False
1584|Slana alone|2|True|True|False
1585|South Naknek Village alone|2|True|False|False
1586|Stebbins Community Association alone|2|True|False|False
1587|Sugpiaq alone|2|True|True|False
1588|Sun'aq Tribe of Kodiak alone|2|True|False|False
1589|Takotna Village alone|2|True|True|False
1590|Tanana Chiefs alone|2|True|False|False
1591|Tangirnaq Native Village alone |2|True|False|False
1592|Telida Village alone|2|True|True|False
1593|Tenakee Springs alone|2|True|True|False
1594|Tlingit alone|2|True|False|False
1595|Tok alone|2|True|True|False
1596|Traditional Village of Togiak alone|2|True|False|False
1597|Tsimshian alone|2|True|False|False
1598|Tuluksak Native Community alone|2|True|False|False
1599|Twin Hills Village alone|2|True|False|False
1600|Ugashik Village alone|2|True|True|False
1601|Umkumiut Native Village alone|2|True|True|False
1602|Unangan (Unalaska) alone|2|True|True|False
